"","saison_annee","saison","journee","date","time","home","score","away","home_score","away_score"
"17529","1998/1999",67,28,"Samedi 3 avril 1999","20:00","FC Lorient","3 - 1","SC Bastia",3,1
"17530","1998/1999",67,28,"Samedi 3 avril 1999","20:00","AS Nancy Lorraine","1 - 1","RC Strasbourg Alsace",1,1
"17531","1998/1999",67,29,"Mardi 13 avril 1999","18:30","SC Bastia","1 - 1","FC Sochaux-Montbéliard",1,1
"17532","1998/1999",67,29,"Mardi 13 avril 1999","20:30","Stade Rennais FC","2 - 0","RC Lens",2,0
"17533","1998/1999",67,29,"Mercredi 14 avril 1999","20:00","Havre AC","2 - 1","FC Nantes",2,1
"17534","1998/1999",67,29,"Mercredi 14 avril 1999","20:00","Girondins de Bordeaux","0 - 0","FC Lorient",0,0
"17535","1998/1999",67,29,"Mercredi 14 avril 1999","20:00","RC Strasbourg Alsace","2 - 0","Toulouse FC",2,0
"17536","1998/1999",67,29,"Mercredi 14 avril 1999","20:00","AJ Auxerre","0 - 3","AS Monaco",0,3
"17537","1998/1999",67,29,"Mercredi 14 avril 1999","20:00","Montpellier Hérault SC","1 - 3","Olympique Lyonnais",1,3
"17538","1998/1999",67,29,"Mercredi 14 avril 1999","20:00","FC Metz","1 - 1","Paris Saint-Germain",1,1
"17539","1998/1999",67,29,"Jeudi 15 avril 1999","20:00","Olympique de Marseille","4 - 0","AS Nancy Lorraine",4,0
"17540","1998/1999",67,30,"Samedi 24 avril 1999","20:00","FC Sochaux-Montbéliard","2 - 0","Girondins de Bordeaux",2,0
"17541","1998/1999",67,30,"Samedi 24 avril 1999","20:00","AS Monaco","1 - 1","SC Bastia",1,1
"17542","1998/1999",67,30,"Samedi 24 avril 1999","20:00","RC Lens","4 - 0","Olympique de Marseille",4,0
"17543","1998/1999",67,30,"Samedi 24 avril 1999","20:00","FC Nantes","0 - 0","FC Metz",0,0
"17544","1998/1999",67,30,"Samedi 24 avril 1999","20:00","AJ Auxerre","2 - 2","Montpellier Hérault SC",2,2
"17545","1998/1999",67,30,"Samedi 24 avril 1999","20:00","FC Lorient","0 - 1","RC Strasbourg Alsace",0,1
"17546","1998/1999",67,30,"Samedi 24 avril 1999","20:00","AS Nancy Lorraine","2 - 0","Toulouse FC",2,0
"17547","1998/1999",67,30,"Dimanche 25 avril 1999","18:00","Paris Saint-Germain","3 - 0","Havre AC",3,0
"17548","1998/1999",67,30,"Dimanche 25 avril 1999","20:30","Olympique Lyonnais","1 - 2","Stade Rennais FC",1,2
"17549","1998/1999",67,31,"Vendredi 30 avril 1999","20:00","Olympique de Marseille","0 - 0","Olympique Lyonnais",0,0
"17550","1998/1999",67,31,"Vendredi 30 avril 1999","20:00","Girondins de Bordeaux","0 - 1","AS Monaco",0,1
"17551","1998/1999",67,31,"Vendredi 30 avril 1999","20:00","Toulouse FC","1 - 4","FC Lorient",1,4
"17552","1998/1999",67,31,"Samedi 1 mai 1999","20:00","Havre AC","1 - 1","AS Nancy Lorraine",1,1
"17553","1998/1999",67,31,"Samedi 1 mai 1999","20:00","Stade Rennais FC","2 - 1","Paris Saint-Germain",2,1
"17554","1998/1999",67,31,"Samedi 1 mai 1999","20:00","SC Bastia","1 - 1","RC Lens",1,1
"17555","1998/1999",67,31,"Samedi 1 mai 1999","20:00","RC Strasbourg Alsace","1 - 1","FC Sochaux-Montbéliard",1,1
"17556","1998/1999",67,31,"Samedi 1 mai 1999","20:00","Montpellier Hérault SC","1 - 2","FC Nantes",1,2
"17557","1998/1999",67,31,"Samedi 1 mai 1999","20:00","FC Metz","2 - 0","AJ Auxerre",2,0
"17558","1998/1999",67,32,"Mardi 4 mai 1999","18:00","Montpellier Hérault SC","1 - 1","FC Metz",1,1
"17559","1998/1999",67,32,"Mardi 4 mai 1999","20:30","RC Lens","2 - 4","Girondins de Bordeaux",2,4
"17560","1998/1999",67,32,"Mardi 4 mai 1999","20:30","Paris Saint-Germain","2 - 1","Olympique de Marseille",2,1
"17561","1998/1999",67,32,"Mercredi 5 mai 1999","20:00","FC Sochaux-Montbéliard","2 - 1","Toulouse FC",2,1
"17562","1998/1999",67,32,"Mercredi 5 mai 1999","20:00","AS Monaco","2 - 1","RC Strasbourg Alsace",2,1
"17563","1998/1999",67,32,"Mercredi 5 mai 1999","20:00","Olympique Lyonnais","2 - 1","SC Bastia",2,1
"17564","1998/1999",67,32,"Mercredi 5 mai 1999","20:00","FC Nantes","2 - 1","Stade Rennais FC",2,1
"17565","1998/1999",67,32,"Mercredi 5 mai 1999","20:00","AJ Auxerre","0 - 0","Havre AC",0,0
"17566","1998/1999",67,32,"Mercredi 5 mai 1999","20:00","AS Nancy Lorraine","2 - 0","FC Lorient",2,0
"17567","1998/1999",67,33,"Samedi 22 mai 1999","20:00","Havre AC","1 - 1","Montpellier Hérault SC",1,1
"17568","1998/1999",67,33,"Samedi 22 mai 1999","20:00","Stade Rennais FC","1 - 0","FC Metz",1,0
"17569","1998/1999",67,33,"Samedi 22 mai 1999","20:00","Olympique de Marseille","1 - 0","AJ Auxerre",1,0
"17570","1998/1999",67,33,"Samedi 22 mai 1999","20:00","SC Bastia","1 - 0","FC Nantes",1,0
"17571","1998/1999",67,33,"Samedi 22 mai 1999","20:00","Girondins de Bordeaux","1 - 0","Olympique Lyonnais",1,0
"17572","1998/1999",67,33,"Samedi 22 mai 1999","20:00","RC Strasbourg Alsace","1 - 1","RC Lens",1,1
"17573","1998/1999",67,33,"Samedi 22 mai 1999","20:00","Toulouse FC","2 - 1","Paris Saint-Germain",2,1
"17574","1998/1999",67,33,"Samedi 22 mai 1999","20:00","FC Lorient","4 - 1","FC Sochaux-Montbéliard",4,1
"17575","1998/1999",67,33,"Samedi 22 mai 1999","20:00","AS Nancy Lorraine","1 - 2","AS Monaco",1,2
"17576","1998/1999",67,34,"Samedi 29 mai 1999","20:00","FC Sochaux-Montbéliard","1 - 1","AS Nancy Lorraine",1,1
"17577","1998/1999",67,34,"Samedi 29 mai 1999","20:00","AS Monaco","1 - 0","FC Lorient",1,0
"17578","1998/1999",67,34,"Samedi 29 mai 1999","20:00","RC Lens","3 - 1","Toulouse FC",3,1
"17579","1998/1999",67,34,"Samedi 29 mai 1999","20:00","Olympique Lyonnais","3 - 2","RC Strasbourg Alsace",3,2
"17580","1998/1999",67,34,"Samedi 29 mai 1999","20:00","Paris Saint-Germain","2 - 3","Girondins de Bordeaux",2,3
"17581","1998/1999",67,34,"Samedi 29 mai 1999","20:00","FC Nantes","0 - 1","Olympique de Marseille",0,1
"17582","1998/1999",67,34,"Samedi 29 mai 1999","20:00","AJ Auxerre","2 - 0","Stade Rennais FC",2,0
"17583","1998/1999",67,34,"Samedi 29 mai 1999","20:00","Montpellier Hérault SC","3 - 0","SC Bastia",3,0
"17584","1998/1999",67,34,"Samedi 29 mai 1999","20:00","FC Metz","1 - 0","Havre AC",1,0
"17585","1999/2000",68,1,"Vendredi 30 juillet 1999","19:00","Girondins de Bordeaux","3 - 2","SC Bastia",3,2
"17586","1999/2000",68,1,"Vendredi 30 juillet 1999","20:45","AS Monaco","2 - 2","AS Saint-Etienne",2,2
"17587","1999/2000",68,1,"Samedi 31 juillet 1999","20:00","FC Metz","0 - 0","Stade Rennais FC",0,0
"17588","1999/2000",68,1,"Samedi 31 juillet 1999","20:00","Paris Saint-Germain","1 - 0","ESTAC Troyes",1,0
"17589","1999/2000",68,1,"Samedi 31 juillet 1999","20:00","Olympique Lyonnais","1 - 2","Montpellier Hérault SC",1,2
"17590","1999/2000",68,1,"Samedi 31 juillet 1999","20:00","RC Strasbourg Alsace","1 - 0","RC Lens",1,0
"17591","1999/2000",68,1,"Samedi 31 juillet 1999","20:00","FC Nantes","1 - 0","Havre AC",1,0
"17592","1999/2000",68,1,"Samedi 31 juillet 1999","20:00","Olympique de Marseille","3 - 0","CS Sedan",3,0
"17593","1999/2000",68,1,"Samedi 31 juillet 1999","20:00","AJ Auxerre","2 - 1","AS Nancy Lorraine",2,1
"17594","1999/2000",68,2,"Jeudi 5 août 1999","19:00","ESTAC Troyes","1 - 2","Olympique Lyonnais",1,2
"17595","1999/2000",68,2,"Jeudi 5 août 1999","20:45","Havre AC","0 - 0","Olympique de Marseille",0,0
"17596","1999/2000",68,2,"Vendredi 6 août 1999","20:00","CS Sedan","3 - 1","AS Nancy Lorraine",3,1
"17597","1999/2000",68,2,"Vendredi 6 août 1999","20:00","AS Saint-Etienne","0 - 2","FC Nantes",0,2
"17598","1999/2000",68,2,"Vendredi 6 août 1999","20:00","RC Lens","1 - 0","AS Monaco",1,0
"17599","1999/2000",68,2,"Vendredi 6 août 1999","20:00","SC Bastia","3 - 0","RC Strasbourg Alsace",3,0
"17600","1999/2000",68,2,"Samedi 7 août 1999","20:00","FC Metz","3 - 0","AJ Auxerre",3,0
"17601","1999/2000",68,2,"Samedi 7 août 1999","20:00","Montpellier Hérault SC","2 - 2","Girondins de Bordeaux",2,2
"17602","1999/2000",68,2,"Samedi 7 août 1999","20:00","Stade Rennais FC","1 - 3","Paris Saint-Germain",1,3
"17603","1999/2000",68,3,"Samedi 14 août 1999","20:00","AS Nancy Lorraine","3 - 0","Havre AC",3,0
"17604","1999/2000",68,3,"Samedi 14 août 1999","20:00","Paris Saint-Germain","2 - 1","FC Metz",2,1
"17605","1999/2000",68,3,"Samedi 14 août 1999","20:00","Girondins de Bordeaux","4 - 0","ESTAC Troyes",4,0
"17606","1999/2000",68,3,"Samedi 14 août 1999","20:00","RC Strasbourg Alsace","2 - 0","Montpellier Hérault SC",2,0
"17607","1999/2000",68,3,"Samedi 14 août 1999","20:00","AS Monaco","4 - 0","SC Bastia",4,0
"17608","1999/2000",68,3,"Samedi 14 août 1999","20:00","FC Nantes","0 - 1","RC Lens",0,1
"17609","1999/2000",68,3,"Samedi 14 août 1999","20:00","AJ Auxerre","3 - 1","CS Sedan",3,1
"17610","1999/2000",68,3,"Dimanche 15 août 1999","19:00","Olympique Lyonnais","2 - 2","Stade Rennais FC",2,2
"17611","1999/2000",68,3,"Dimanche 15 août 1999","20:45","Olympique de Marseille","3 - 3","AS Saint-Etienne",3,3
"17612","1999/2000",68,4,"Vendredi 20 août 1999","20:00","FC Metz","0 - 1","Olympique Lyonnais",0,1
"17613","1999/2000",68,4,"Vendredi 20 août 1999","20:00","Paris Saint-Germain","1 - 1","AJ Auxerre",1,1
"17614","1999/2000",68,4,"Vendredi 20 août 1999","20:00","Havre AC","2 - 1","CS Sedan",2,1
"17615","1999/2000",68,4,"Vendredi 20 août 1999","20:00","AS Saint-Etienne","2 - 1","AS Nancy Lorraine",2,1
"17616","1999/2000",68,4,"Vendredi 20 août 1999","20:00","Montpellier Hérault SC","2 - 3","AS Monaco",2,3
"17617","1999/2000",68,4,"Vendredi 20 août 1999","20:00","ESTAC Troyes","2 - 1","RC Strasbourg Alsace",2,1
"17618","1999/2000",68,4,"Vendredi 20 août 1999","20:00","Stade Rennais FC","2 - 1","Girondins de Bordeaux",2,1
"17619","1999/2000",68,4,"Dimanche 22 août 1999","19:00","SC Bastia","2 - 1","FC Nantes",2,1
"17620","1999/2000",68,4,"Dimanche 22 août 1999","20:45","RC Lens","0 - 0","Olympique de Marseille",0,0
"17621","1999/2000",68,5,"Samedi 28 août 1999","20:00","AS Nancy Lorraine","2 - 1","RC Lens",2,1
"17622","1999/2000",68,5,"Samedi 28 août 1999","20:00","CS Sedan","3 - 2","AS Saint-Etienne",3,2
"17623","1999/2000",68,5,"Samedi 28 août 1999","20:00","Girondins de Bordeaux","0 - 0","FC Metz",0,0
"17624","1999/2000",68,5,"Samedi 28 août 1999","20:00","RC Strasbourg Alsace","2 - 1","Stade Rennais FC",2,1
"17625","1999/2000",68,5,"Samedi 28 août 1999","20:00","FC Nantes","3 - 0","Montpellier Hérault SC",3,0
"17626","1999/2000",68,5,"Samedi 28 août 1999","20:00","Olympique de Marseille","1 - 1","SC Bastia",1,1
"17627","1999/2000",68,5,"Samedi 28 août 1999","20:00","AJ Auxerre","2 - 1","Havre AC",2,1
"17628","1999/2000",68,5,"Dimanche 29 août 1999","19:00","AS Monaco","3 - 0","ESTAC Troyes",3,0
"17629","1999/2000",68,5,"Dimanche 29 août 1999","20:45","Olympique Lyonnais","1 - 0","Paris Saint-Germain",1,0
"17630","1999/2000",68,6,"Samedi 11 septembre 1999","20:00","FC Metz","0 - 0","RC Strasbourg Alsace",0,0
"17631","1999/2000",68,6,"Samedi 11 septembre 1999","20:00","Olympique Lyonnais","0 - 0","AJ Auxerre",0,0
"17632","1999/2000",68,6,"Samedi 11 septembre 1999","20:00","AS Saint-Etienne","3 - 3","Havre AC",3,3
"17633","1999/2000",68,6,"Samedi 11 septembre 1999","20:00","RC Lens","0 - 3","CS Sedan",0,3
"17634","1999/2000",68,6,"Samedi 11 septembre 1999","20:00","SC Bastia","1 - 1","AS Nancy Lorraine",1,1
"17635","1999/2000",68,6,"Samedi 11 septembre 1999","20:00","Montpellier Hérault SC","3 - 1","Olympique de Marseille",3,1
"17636","1999/2000",68,6,"Samedi 11 septembre 1999","20:00","ESTAC Troyes","1 - 0","FC Nantes",1,0
"17637","1999/2000",68,6,"Dimanche 12 septembre 1999","18:45","Stade Rennais FC","2 - 1","AS Monaco",2,1
"17638","1999/2000",68,6,"Dimanche 12 septembre 1999","20:45","Paris Saint-Germain","2 - 1","Girondins de Bordeaux",2,1
"17639","1999/2000",68,7,"Samedi 18 septembre 1999","18:45","AJ Auxerre","2 - 1","AS Saint-Etienne",2,1
"17640","1999/2000",68,7,"Samedi 18 septembre 1999","20:45","Girondins de Bordeaux","1 - 3","Olympique Lyonnais",1,3
"17641","1999/2000",68,7,"Dimanche 19 septembre 1999","18:00","AS Nancy Lorraine","1 - 2","Montpellier Hérault SC",1,2
"17642","1999/2000",68,7,"Dimanche 19 septembre 1999","18:00","CS Sedan","2 - 0","SC Bastia",2,0
"17643","1999/2000",68,7,"Dimanche 19 septembre 1999","18:00","Havre AC","1 - 1","RC Lens",1,1
"17644","1999/2000",68,7,"Dimanche 19 septembre 1999","18:00","RC Strasbourg Alsace","1 - 1","Paris Saint-Germain",1,1
"17645","1999/2000",68,7,"Dimanche 19 septembre 1999","18:00","AS Monaco","2 - 2","FC Metz",2,2
"17646","1999/2000",68,7,"Dimanche 19 septembre 1999","18:00","FC Nantes","3 - 0","Stade Rennais FC",3,0
"17647","1999/2000",68,7,"Dimanche 19 septembre 1999","18:00","Olympique de Marseille","1 - 0","ESTAC Troyes",1,0
"17648","1999/2000",68,8,"Samedi 25 septembre 1999","20:00","FC Metz","2 - 1","FC Nantes",2,1
"17649","1999/2000",68,8,"Samedi 25 septembre 1999","20:00","Paris Saint-Germain","0 - 3","AS Monaco",0,3
"17650","1999/2000",68,8,"Samedi 25 septembre 1999","20:00","Olympique Lyonnais","0 - 0","RC Strasbourg Alsace",0,0
"17651","1999/2000",68,8,"Samedi 25 septembre 1999","20:00","Girondins de Bordeaux","1 - 0","AJ Auxerre",1,0
"17652","1999/2000",68,8,"Samedi 25 septembre 1999","20:00","SC Bastia","1 - 1","Havre AC",1,1
"17653","1999/2000",68,8,"Samedi 25 septembre 1999","20:00","Montpellier Hérault SC","1 - 1","CS Sedan",1,1
"17654","1999/2000",68,8,"Samedi 25 septembre 1999","20:00","ESTAC Troyes","2 - 0","AS Nancy Lorraine",2,0
"17655","1999/2000",68,8,"Dimanche 26 septembre 1999","18:45","RC Lens","0 - 2","AS Saint-Etienne",0,2
"17656","1999/2000",68,8,"Dimanche 26 septembre 1999","20:45","Stade Rennais FC","1 - 2","Olympique de Marseille",1,2
"17657","1999/2000",68,9,"Samedi 2 octobre 1999","20:00","AS Nancy Lorraine","3 - 0","Stade Rennais FC",3,0
"17658","1999/2000",68,9,"Samedi 2 octobre 1999","20:00","CS Sedan","2 - 1","ESTAC Troyes",2,1
"17659","1999/2000",68,9,"Samedi 2 octobre 1999","20:00","Havre AC","2 - 1","Montpellier Hérault SC",2,1
"17660","1999/2000",68,9,"Samedi 2 octobre 1999","20:00","AS Saint-Etienne","1 - 1","SC Bastia",1,1
"17661","1999/2000",68,9,"Samedi 2 octobre 1999","20:00","RC Strasbourg Alsace","2 - 2","Girondins de Bordeaux",2,2
"17662","1999/2000",68,9,"Samedi 2 octobre 1999","20:00","Olympique de Marseille","1 - 1","FC Metz",1,1
"17663","1999/2000",68,9,"Dimanche 3 octobre 1999","17:00","AJ Auxerre","3 - 2","RC Lens",3,2
"17664","1999/2000",68,9,"Dimanche 3 octobre 1999","18:45","AS Monaco","1 - 0","Olympique Lyonnais",1,0
"17665","1999/2000",68,9,"Dimanche 3 octobre 1999","20:45","FC Nantes","0 - 4","Paris Saint-Germain",0,4
"17666","1999/2000",68,10,"Mardi 12 octobre 1999","18:45","Olympique Lyonnais","2 - 0","FC Nantes",2,0
"17667","1999/2000",68,10,"Mardi 12 octobre 1999","20:45","Paris Saint-Germain","0 - 2","Olympique de Marseille",0,2
"17668","1999/2000",68,10,"Mercredi 13 octobre 1999","20:00","FC Metz","2 - 2","AS Nancy Lorraine",2,2
"17669","1999/2000",68,10,"Mercredi 13 octobre 1999","20:00","Girondins de Bordeaux","3 - 2","AS Monaco",3,2
"17670","1999/2000",68,10,"Mercredi 13 octobre 1999","20:00","RC Strasbourg Alsace","1 - 3","AJ Auxerre",1,3
"17671","1999/2000",68,10,"Mercredi 13 octobre 1999","20:00","SC Bastia","2 - 0","RC Lens",2,0
"17672","1999/2000",68,10,"Mercredi 13 octobre 1999","20:00","Montpellier Hérault SC","0 - 1","AS Saint-Etienne",0,1
"17673","1999/2000",68,10,"Mercredi 13 octobre 1999","20:00","ESTAC Troyes","3 - 1","Havre AC",3,1
"17674","1999/2000",68,10,"Mercredi 13 octobre 1999","20:00","Stade Rennais FC","5 - 0","CS Sedan",5,0
"17675","1999/2000",68,11,"Vendredi 15 octobre 1999","20:45","Olympique de Marseille","0 - 1","Olympique Lyonnais",0,1
"17676","1999/2000",68,11,"Samedi 16 octobre 1999","20:00","AS Nancy Lorraine","1 - 1","Paris Saint-Germain",1,1
"17677","1999/2000",68,11,"Samedi 16 octobre 1999","20:00","Havre AC","0 - 1","Stade Rennais FC",0,1
"17678","1999/2000",68,11,"Samedi 16 octobre 1999","20:00","AS Saint-Etienne","1 - 0","ESTAC Troyes",1,0
"17679","1999/2000",68,11,"Samedi 16 octobre 1999","20:00","RC Lens","1 - 0","Montpellier Hérault SC",1,0
"17680","1999/2000",68,11,"Samedi 16 octobre 1999","20:00","AS Monaco","3 - 0","RC Strasbourg Alsace",3,0
"17681","1999/2000",68,11,"Samedi 16 octobre 1999","20:00","FC Nantes","0 - 1","Girondins de Bordeaux",0,1
"17682","1999/2000",68,11,"Samedi 16 octobre 1999","20:00","AJ Auxerre","3 - 1","SC Bastia",3,1
"17683","1999/2000",68,11,"Dimanche 17 octobre 1999","18:45","CS Sedan","0 - 2","FC Metz",0,2
"17684","1999/2000",68,12,"Samedi 23 octobre 1999","18:45","Stade Rennais FC","4 - 1","AS Saint-Etienne",4,1
"17685","1999/2000",68,12,"Samedi 23 octobre 1999","Reporté","AS Monaco","","AJ Auxerre",NA,NA
"17686","1999/2000",68,12,"Samedi 23 octobre 1999","20:45","Girondins de Bordeaux","2 - 1","Olympique de Marseille",2,1
"17687","1999/2000",68,12,"Dimanche 24 octobre 1999","18:00","FC Metz","3 - 0","Havre AC",3,0
"17688","1999/2000",68,12,"Dimanche 24 octobre 1999","18:00","Paris Saint-Germain","3 - 2","CS Sedan",3,2
"17689","1999/2000",68,12,"Dimanche 24 octobre 1999","18:00","RC Strasbourg Alsace","3 - 2","FC Nantes",3,2
"17690","1999/2000",68,12,"Dimanche 24 octobre 1999","18:00","Montpellier Hérault SC","1 - 1","SC Bastia",1,1
"17691","1999/2000",68,12,"Dimanche 24 octobre 1999","18:00","ESTAC Troyes","0 - 1","RC Lens",0,1
"17692","1999/2000",68,12,"Dimanche 24 octobre 1999","19:00","Olympique Lyonnais","2 - 1","AS Nancy Lorraine",2,1
"17693","1999/2000",68,12,"Mercredi 1 décembre 1999","20:30","AS Monaco","2 - 0","AJ Auxerre",2,0
"17694","1999/2000",68,13,"Vendredi 29 octobre 1999","18:45","CS Sedan","2 - 0","Olympique Lyonnais",2,0
"17695","1999/2000",68,13,"Vendredi 29 octobre 1999","20:45","FC Nantes","0 - 3","AS Monaco",0,3
"17696","1999/2000",68,13,"Samedi 30 octobre 1999","20:00","AS Nancy Lorraine","2 - 2","Girondins de Bordeaux",2,2
"17697","1999/2000",68,13,"Samedi 30 octobre 1999","20:00","Havre AC","3 - 1","Paris Saint-Germain",3,1
"17698","1999/2000",68,13,"Samedi 30 octobre 1999","20:00","AS Saint-Etienne","2 - 0","FC Metz",2,0
"17699","1999/2000",68,13,"Samedi 30 octobre 1999","20:00","SC Bastia","5 - 0","ESTAC Troyes",5,0
"17700","1999/2000",68,13,"Samedi 30 octobre 1999","20:00","Olympique de Marseille","4 - 1","RC Strasbourg Alsace",4,1
"17701","1999/2000",68,13,"Samedi 30 octobre 1999","20:00","AJ Auxerre","2 - 1","Montpellier Hérault SC",2,1
"17702","1999/2000",68,13,"Dimanche 31 octobre 1999","18:00","RC Lens","1 - 1","Stade Rennais FC",1,1
"17703","1999/2000",68,14,"Samedi 6 novembre 1999","20:00","Paris Saint-Germain","2 - 0","AS Saint-Etienne",2,0
"17704","1999/2000",68,14,"Samedi 6 novembre 1999","20:00","Girondins de Bordeaux","1 - 1","CS Sedan",1,1
"17705","1999/2000",68,14,"Samedi 6 novembre 1999","20:00","RC Strasbourg Alsace","0 - 2","AS Nancy Lorraine",0,2
"17706","1999/2000",68,14,"Samedi 6 novembre 1999","20:00","Stade Rennais FC","0 - 0","SC Bastia",0,0
"17707","1999/2000",68,14,"Dimanche 7 novembre 1999","17:00","FC Metz","0 - 0","RC Lens",0,0
"17708","1999/2000",68,14,"Dimanche 7 novembre 1999","17:00","Olympique Lyonnais","3 - 0","Havre AC",3,0
"17709","1999/2000",68,14,"Dimanche 7 novembre 1999","17:00","ESTAC Troyes","2 - 1","Montpellier Hérault SC",2,1
"17710","1999/2000",68,14,"Dimanche 7 novembre 1999","18:45","FC Nantes","3 - 1","AJ Auxerre",3,1
"17711","1999/2000",68,14,"Dimanche 7 novembre 1999","20:45","AS Monaco","1 - 1","Olympique de Marseille",1,1
"17712","1999/2000",68,15,"Mardi 9 novembre 1999","20:00","CS Sedan","2 - 1","RC Strasbourg Alsace",2,1
"17713","1999/2000",68,15,"Mercredi 10 novembre 1999","19:00","AS Nancy Lorraine","1 - 2","AS Monaco",1,2
"17714","1999/2000",68,15,"Mercredi 10 novembre 1999","19:00","Havre AC","3 - 0","Girondins de Bordeaux",3,0
"17715","1999/2000",68,15,"Mercredi 10 novembre 1999","19:00","RC Lens","3 - 2","Paris Saint-Germain",3,2
"17716","1999/2000",68,15,"Mercredi 10 novembre 1999","19:00","SC Bastia","0 - 0","FC Metz",0,0
"17717","1999/2000",68,15,"Mercredi 10 novembre 1999","19:00","Montpellier Hérault SC","1 - 2","Stade Rennais FC",1,2
"17718","1999/2000",68,15,"Mercredi 10 novembre 1999","19:00","Olympique de Marseille","1 - 1","FC Nantes",1,1
"17719","1999/2000",68,15,"Mercredi 10 novembre 1999","19:00","AJ Auxerre","0 - 1","ESTAC Troyes",0,1
"17720","1999/2000",68,15,"Mercredi 10 novembre 1999","21:00","AS Saint-Etienne","1 - 1","Olympique Lyonnais",1,1
"17721","1999/2000",68,16,"Vendredi 19 novembre 1999","20:00","FC Metz","2 - 2","Montpellier Hérault SC",2,2
"17722","1999/2000",68,16,"Vendredi 19 novembre 1999","20:00","Paris Saint-Germain","2 - 0","SC Bastia",2,0
"17723","1999/2000",68,16,"Vendredi 19 novembre 1999","20:00","Girondins de Bordeaux","1 - 2","AS Saint-Etienne",1,2
"17724","1999/2000",68,16,"Vendredi 19 novembre 1999","20:00","RC Strasbourg Alsace","0 - 1","Havre AC",0,1
"17725","1999/2000",68,16,"Vendredi 19 novembre 1999","20:00","Stade Rennais FC","2 - 2","ESTAC Troyes",2,2
"17726","1999/2000",68,16,"Samedi 20 novembre 1999","17:00","Olympique de Marseille","0 - 1","AJ Auxerre",0,1
"17727","1999/2000",68,16,"Samedi 20 novembre 1999","19:00","Olympique Lyonnais","1 - 0","RC Lens",1,0
"17728","1999/2000",68,16,"Samedi 20 novembre 1999","20:30","AS Monaco","2 - 1","CS Sedan",2,1
"17729","1999/2000",68,16,"Samedi 20 novembre 1999","20:30","FC Nantes","2 - 0","AS Nancy Lorraine",2,0
"17730","1999/2000",68,17,"Samedi 27 novembre 1999","20:00","AS Nancy Lorraine","2 - 2","Olympique de Marseille",2,2
