"","saison_annee","saison","journee","date","time","home","score","away","home_score","away_score"
"17304","1998/1999",67,3,"Dimanche 23 août 1998","18:00","AS Nancy Lorraine","1 - 0","FC Nantes",1,0
"17305","1998/1999",67,3,"Dimanche 23 août 1998","20:30","FC Sochaux-Montbéliard","0 - 4","RC Lens",0,4
"17306","1998/1999",67,4,"Samedi 29 août 1998","20:00","Havre AC","0 - 0","Olympique de Marseille",0,0
"17307","1998/1999",67,4,"Samedi 29 août 1998","20:00","RC Lens","2 - 1","AS Nancy Lorraine",2,1
"17308","1998/1999",67,4,"Samedi 29 août 1998","20:00","Olympique Lyonnais","1 - 1","AS Monaco",1,1
"17309","1998/1999",67,4,"Samedi 29 août 1998","20:00","Paris Saint-Germain","1 - 2","FC Lorient",1,2
"17310","1998/1999",67,4,"Samedi 29 août 1998","20:00","FC Nantes","2 - 0","FC Sochaux-Montbéliard",2,0
"17311","1998/1999",67,4,"Samedi 29 août 1998","20:00","Montpellier Hérault SC","3 - 0","Toulouse FC",3,0
"17312","1998/1999",67,4,"Samedi 29 août 1998","20:00","FC Metz","0 - 2","Girondins de Bordeaux",0,2
"17313","1998/1999",67,4,"Dimanche 30 août 1998","18:00","Stade Rennais FC","1 - 1","RC Strasbourg Alsace",1,1
"17314","1998/1999",67,4,"Dimanche 30 août 1998","20:30","AJ Auxerre","1 - 0","SC Bastia",1,0
"17315","1998/1999",67,5,"Jeudi 10 septembre 1998","18:30","FC Lorient","1 - 1","AJ Auxerre",1,1
"17316","1998/1999",67,5,"Jeudi 10 septembre 1998","20:30","AS Monaco","2 - 0","RC Lens",2,0
"17317","1998/1999",67,5,"Vendredi 11 septembre 1998","20:00","FC Sochaux-Montbéliard","1 - 2","Olympique Lyonnais",1,2
"17318","1998/1999",67,5,"Vendredi 11 septembre 1998","20:00","Olympique de Marseille","1 - 1","Stade Rennais FC",1,1
"17319","1998/1999",67,5,"Vendredi 11 septembre 1998","20:00","SC Bastia","2 - 0","Havre AC",2,0
"17320","1998/1999",67,5,"Vendredi 11 septembre 1998","20:00","Girondins de Bordeaux","3 - 1","Montpellier Hérault SC",3,1
"17321","1998/1999",67,5,"Vendredi 11 septembre 1998","20:00","RC Strasbourg Alsace","0 - 0","FC Metz",0,0
"17322","1998/1999",67,5,"Vendredi 11 septembre 1998","20:00","Toulouse FC","2 - 3","FC Nantes",2,3
"17323","1998/1999",67,5,"Vendredi 11 septembre 1998","20:00","AS Nancy Lorraine","0 - 0","Paris Saint-Germain",0,0
"17324","1998/1999",67,6,"Samedi 19 septembre 1998","20:00","Havre AC","0 - 1","RC Strasbourg Alsace",0,1
"17325","1998/1999",67,6,"Samedi 19 septembre 1998","20:00","Stade Rennais FC","2 - 0","SC Bastia",2,0
"17326","1998/1999",67,6,"Samedi 19 septembre 1998","20:00","Olympique Lyonnais","3 - 1","RC Lens",3,1
"17327","1998/1999",67,6,"Samedi 19 septembre 1998","20:00","FC Nantes","1 - 1","FC Lorient",1,1
"17328","1998/1999",67,6,"Samedi 19 septembre 1998","20:00","AJ Auxerre","3 - 1","FC Sochaux-Montbéliard",3,1
"17329","1998/1999",67,6,"Samedi 19 septembre 1998","20:00","Montpellier Hérault SC","1 - 1","AS Nancy Lorraine",1,1
"17330","1998/1999",67,6,"Samedi 19 septembre 1998","20:00","FC Metz","0 - 0","Toulouse FC",0,0
"17331","1998/1999",67,6,"Dimanche 20 septembre 1998","18:00","Olympique de Marseille","2 - 2","Girondins de Bordeaux",2,2
"17332","1998/1999",67,6,"Dimanche 20 septembre 1998","20:30","Paris Saint-Germain","1 - 0","AS Monaco",1,0
"17333","1998/1999",67,7,"Jeudi 24 septembre 1998","18:30","Toulouse FC","0 - 0","AJ Auxerre",0,0
"17334","1998/1999",67,7,"Jeudi 24 septembre 1998","20:30","SC Bastia","0 - 2","Olympique de Marseille",0,2
"17335","1998/1999",67,7,"Vendredi 25 septembre 1998","20:00","FC Sochaux-Montbéliard","1 - 0","Paris Saint-Germain",1,0
"17336","1998/1999",67,7,"Vendredi 25 septembre 1998","20:00","AS Monaco","3 - 0","Havre AC",3,0
"17337","1998/1999",67,7,"Vendredi 25 septembre 1998","20:00","RC Lens","2 - 4","FC Nantes",2,4
"17338","1998/1999",67,7,"Vendredi 25 septembre 1998","20:00","Girondins de Bordeaux","4 - 0","Stade Rennais FC",4,0
"17339","1998/1999",67,7,"Vendredi 25 septembre 1998","20:00","RC Strasbourg Alsace","2 - 1","Montpellier Hérault SC",2,1
"17340","1998/1999",67,7,"Vendredi 25 septembre 1998","20:00","FC Lorient","1 - 1","FC Metz",1,1
"17341","1998/1999",67,7,"Vendredi 25 septembre 1998","20:00","AS Nancy Lorraine","0 - 0","Olympique Lyonnais",0,0
"17342","1998/1999",67,8,"Samedi 3 octobre 1998","20:00","Havre AC","3 - 0","FC Sochaux-Montbéliard",3,0
"17343","1998/1999",67,8,"Samedi 3 octobre 1998","20:00","Stade Rennais FC","2 - 1","AS Monaco",2,1
"17344","1998/1999",67,8,"Samedi 3 octobre 1998","20:00","Olympique de Marseille","2 - 0","Toulouse FC",2,0
"17345","1998/1999",67,8,"Samedi 3 octobre 1998","20:00","SC Bastia","2 - 0","Girondins de Bordeaux",2,0
"17346","1998/1999",67,8,"Samedi 3 octobre 1998","20:00","FC Nantes","2 - 0","Olympique Lyonnais",2,0
"17347","1998/1999",67,8,"Samedi 3 octobre 1998","20:00","AJ Auxerre","3 - 1","RC Strasbourg Alsace",3,1
"17348","1998/1999",67,8,"Samedi 3 octobre 1998","20:00","Montpellier Hérault SC","5 - 1","FC Lorient",5,1
"17349","1998/1999",67,8,"Dimanche 4 octobre 1998","18:00","FC Metz","2 - 3","AS Nancy Lorraine",2,3
"17350","1998/1999",67,8,"Dimanche 4 octobre 1998","20:30","Paris Saint-Germain","0 - 1","RC Lens",0,1
"17351","1998/1999",67,9,"Vendredi 16 octobre 1998","20:00","Girondins de Bordeaux","2 - 0","FC Nantes",2,0
"17352","1998/1999",67,9,"Vendredi 16 octobre 1998","20:00","RC Strasbourg Alsace","0 - 2","Olympique de Marseille",0,2
"17353","1998/1999",67,9,"Vendredi 16 octobre 1998","20:30","Olympique Lyonnais","1 - 1","Paris Saint-Germain",1,1
"17354","1998/1999",67,9,"Samedi 17 octobre 1998","20:00","FC Sochaux-Montbéliard","1 - 1","FC Metz",1,1
"17355","1998/1999",67,9,"Samedi 17 octobre 1998","20:00","AS Monaco","2 - 0","Montpellier Hérault SC",2,0
"17356","1998/1999",67,9,"Samedi 17 octobre 1998","20:00","RC Lens","2 - 2","AJ Auxerre",2,2
"17357","1998/1999",67,9,"Samedi 17 octobre 1998","20:00","FC Lorient","0 - 0","Havre AC",0,0
"17358","1998/1999",67,9,"Samedi 17 octobre 1998","20:00","AS Nancy Lorraine","0 - 1","Stade Rennais FC",0,1
"17359","1998/1999",67,9,"Dimanche 18 octobre 1998","18:00","Toulouse FC","2 - 1","SC Bastia",2,1
"17360","1998/1999",67,10,"Samedi 24 octobre 1998","20:00","Havre AC","0 - 0","Toulouse FC",0,0
"17361","1998/1999",67,10,"Samedi 24 octobre 1998","20:00","Stade Rennais FC","1 - 0","FC Lorient",1,0
"17362","1998/1999",67,10,"Samedi 24 octobre 1998","20:00","Olympique de Marseille","4 - 0","FC Sochaux-Montbéliard",4,0
"17363","1998/1999",67,10,"Samedi 24 octobre 1998","20:00","SC Bastia","0 - 0","RC Strasbourg Alsace",0,0
"17364","1998/1999",67,10,"Samedi 24 octobre 1998","20:00","FC Nantes","0 - 0","Paris Saint-Germain",0,0
"17365","1998/1999",67,10,"Samedi 24 octobre 1998","20:00","AJ Auxerre","1 - 0","Olympique Lyonnais",1,0
"17366","1998/1999",67,10,"Samedi 24 octobre 1998","20:00","FC Metz","1 - 0","AS Monaco",1,0
"17367","1998/1999",67,10,"Dimanche 25 octobre 1998","18:00","Montpellier Hérault SC","1 - 0","RC Lens",1,0
"17368","1998/1999",67,10,"Dimanche 25 octobre 1998","20:30","Girondins de Bordeaux","2 - 0","AS Nancy Lorraine",2,0
"17369","1998/1999",67,11,"Jeudi 29 octobre 1998","20:00","Olympique Lyonnais","0 - 0","Havre AC",0,0
"17370","1998/1999",67,11,"Jeudi 29 octobre 1998","20:00","FC Lorient","1 - 3","Olympique de Marseille",1,3
"17371","1998/1999",67,11,"Jeudi 29 octobre 1998","20:30","AS Monaco","3 - 1","FC Nantes",3,1
"17372","1998/1999",67,11,"Vendredi 30 octobre 1998","20:00","RC Lens","2 - 0","FC Metz",2,0
"17373","1998/1999",67,11,"Vendredi 30 octobre 1998","20:00","Paris Saint-Germain","2 - 0","AJ Auxerre",2,0
"17374","1998/1999",67,11,"Vendredi 30 octobre 1998","20:00","RC Strasbourg Alsace","3 - 2","Girondins de Bordeaux",3,2
"17375","1998/1999",67,11,"Vendredi 30 octobre 1998","20:00","Toulouse FC","0 - 1","Stade Rennais FC",0,1
"17376","1998/1999",67,11,"Vendredi 30 octobre 1998","20:00","AS Nancy Lorraine","1 - 2","SC Bastia",1,2
"17377","1998/1999",67,11,"Samedi 31 octobre 1998","18:30","FC Sochaux-Montbéliard","4 - 0","Montpellier Hérault SC",4,0
"17378","1998/1999",67,12,"Vendredi 6 novembre 1998","18:30","SC Bastia","2 - 1","FC Lorient",2,1
"17379","1998/1999",67,12,"Vendredi 6 novembre 1998","20:30","Olympique de Marseille","1 - 0","AS Monaco",1,0
"17380","1998/1999",67,12,"Samedi 7 novembre 1998","20:00","Havre AC","3 - 1","RC Lens",3,1
"17381","1998/1999",67,12,"Samedi 7 novembre 1998","20:00","Stade Rennais FC","4 - 0","FC Sochaux-Montbéliard",4,0
"17382","1998/1999",67,12,"Samedi 7 novembre 1998","20:00","Girondins de Bordeaux","3 - 1","Toulouse FC",3,1
"17383","1998/1999",67,12,"Samedi 7 novembre 1998","20:00","RC Strasbourg Alsace","1 - 2","AS Nancy Lorraine",1,2
"17384","1998/1999",67,12,"Samedi 7 novembre 1998","20:00","AJ Auxerre","1 - 1","FC Nantes",1,1
"17385","1998/1999",67,12,"Samedi 7 novembre 1998","20:00","Montpellier Hérault SC","2 - 1","Paris Saint-Germain",2,1
"17386","1998/1999",67,12,"Samedi 7 novembre 1998","20:00","FC Metz","3 - 2","Olympique Lyonnais",3,2
"17387","1998/1999",67,13,"Mardi 10 novembre 1998","18:30","FC Nantes","1 - 1","Havre AC",1,1
"17388","1998/1999",67,13,"Mardi 10 novembre 1998","20:30","AS Nancy Lorraine","2 - 3","Olympique de Marseille",2,3
"17389","1998/1999",67,13,"Mercredi 11 novembre 1998","20:00","FC Sochaux-Montbéliard","2 - 1","SC Bastia",2,1
"17390","1998/1999",67,13,"Mercredi 11 novembre 1998","20:00","AS Monaco","3 - 2","AJ Auxerre",3,2
"17391","1998/1999",67,13,"Mercredi 11 novembre 1998","20:00","RC Lens","3 - 1","Stade Rennais FC",3,1
"17392","1998/1999",67,13,"Mercredi 11 novembre 1998","20:00","Olympique Lyonnais","2 - 0","Montpellier Hérault SC",2,0
"17393","1998/1999",67,13,"Mercredi 11 novembre 1998","20:00","Paris Saint-Germain","2 - 2","FC Metz",2,2
"17394","1998/1999",67,13,"Mercredi 11 novembre 1998","20:00","Toulouse FC","0 - 1","RC Strasbourg Alsace",0,1
"17395","1998/1999",67,13,"Mercredi 11 novembre 1998","20:00","FC Lorient","0 - 2","Girondins de Bordeaux",0,2
"17396","1998/1999",67,14,"Samedi 14 novembre 1998","20:00","Stade Rennais FC","0 - 0","Olympique Lyonnais",0,0
"17397","1998/1999",67,14,"Samedi 14 novembre 1998","20:00","Olympique de Marseille","1 - 0","RC Lens",1,0
"17398","1998/1999",67,14,"Samedi 14 novembre 1998","20:00","SC Bastia","3 - 1","AS Monaco",3,1
"17399","1998/1999",67,14,"Samedi 14 novembre 1998","20:00","Girondins de Bordeaux","0 - 0","FC Sochaux-Montbéliard",0,0
"17400","1998/1999",67,14,"Samedi 14 novembre 1998","20:00","Toulouse FC","1 - 1","AS Nancy Lorraine",1,1
"17401","1998/1999",67,14,"Samedi 14 novembre 1998","20:00","Montpellier Hérault SC","3 - 0","AJ Auxerre",3,0
"17402","1998/1999",67,14,"Samedi 14 novembre 1998","20:00","FC Metz","1 - 0","FC Nantes",1,0
"17403","1998/1999",67,14,"Dimanche 15 novembre 1998","18:00","RC Strasbourg Alsace","2 - 0","FC Lorient",2,0
"17404","1998/1999",67,14,"Dimanche 15 novembre 1998","20:30","Havre AC","0 - 4","Paris Saint-Germain",0,4
"17405","1998/1999",67,15,"Jeudi 19 novembre 1998","18:00","AS Monaco","0 - 2","Girondins de Bordeaux",0,2
"17406","1998/1999",67,15,"Jeudi 19 novembre 1998","20:30","Olympique Lyonnais","2 - 1","Olympique de Marseille",2,1
"17407","1998/1999",67,15,"Vendredi 20 novembre 1998","20:00","FC Sochaux-Montbéliard","1 - 1","RC Strasbourg Alsace",1,1
"17408","1998/1999",67,15,"Vendredi 20 novembre 1998","20:00","RC Lens","1 - 0","SC Bastia",1,0
"17409","1998/1999",67,15,"Vendredi 20 novembre 1998","20:00","Paris Saint-Germain","2 - 1","Stade Rennais FC",2,1
"17410","1998/1999",67,15,"Vendredi 20 novembre 1998","20:00","FC Nantes","1 - 1","Montpellier Hérault SC",1,1
"17411","1998/1999",67,15,"Vendredi 20 novembre 1998","20:00","AJ Auxerre","1 - 0","FC Metz",1,0
"17412","1998/1999",67,15,"Vendredi 20 novembre 1998","20:00","FC Lorient","1 - 0","Toulouse FC",1,0
"17413","1998/1999",67,15,"Vendredi 20 novembre 1998","20:00","AS Nancy Lorraine","1 - 0","Havre AC",1,0
"17414","1998/1999",67,16,"Samedi 28 novembre 1998","20:00","Havre AC","2 - 1","AJ Auxerre",2,1
"17415","1998/1999",67,16,"Samedi 28 novembre 1998","20:00","Stade Rennais FC","2 - 3","FC Nantes",2,3
"17416","1998/1999",67,16,"Samedi 28 novembre 1998","20:00","SC Bastia","4 - 1","Olympique Lyonnais",4,1
"17417","1998/1999",67,16,"Samedi 28 novembre 1998","20:00","RC Strasbourg Alsace","1 - 1","AS Monaco",1,1
"17418","1998/1999",67,16,"Samedi 28 novembre 1998","20:00","Toulouse FC","1 - 1","FC Sochaux-Montbéliard",1,1
"17419","1998/1999",67,16,"Samedi 28 novembre 1998","20:00","FC Lorient","0 - 1","AS Nancy Lorraine",0,1
"17420","1998/1999",67,16,"Samedi 28 novembre 1998","20:00","FC Metz","3 - 1","Montpellier Hérault SC",3,1
"17421","1998/1999",67,16,"Dimanche 29 novembre 1998","18:00","Girondins de Bordeaux","1 - 0","RC Lens",1,0
"17422","1998/1999",67,16,"Dimanche 29 novembre 1998","20:30","Olympique de Marseille","0 - 0","Paris Saint-Germain",0,0
"17423","1998/1999",67,17,"Jeudi 3 décembre 1998","18:30","AS Monaco","3 - 0","AS Nancy Lorraine",3,0
"17424","1998/1999",67,17,"Jeudi 3 décembre 1998","20:30","Olympique Lyonnais","2 - 1","Girondins de Bordeaux",2,1
"17425","1998/1999",67,17,"Vendredi 4 décembre 1998","20:00","FC Sochaux-Montbéliard","0 - 1","FC Lorient",0,1
"17426","1998/1999",67,17,"Vendredi 4 décembre 1998","20:00","RC Lens","3 - 0","RC Strasbourg Alsace",3,0
"17427","1998/1999",67,17,"Vendredi 4 décembre 1998","20:00","Paris Saint-Germain","0 - 0","Toulouse FC",0,0
"17428","1998/1999",67,17,"Vendredi 4 décembre 1998","20:00","FC Nantes","2 - 0","SC Bastia",2,0
"17429","1998/1999",67,17,"Vendredi 4 décembre 1998","20:00","AJ Auxerre","1 - 1","Olympique de Marseille",1,1
"17430","1998/1999",67,17,"Vendredi 4 décembre 1998","20:00","Montpellier Hérault SC","2 - 0","Havre AC",2,0
"17431","1998/1999",67,17,"Vendredi 4 décembre 1998","20:00","FC Metz","0 - 0","Stade Rennais FC",0,0
"17432","1998/1999",67,18,"Vendredi 11 décembre 1998","18:30","Stade Rennais FC","3 - 2","Montpellier Hérault SC",3,2
"17433","1998/1999",67,18,"Vendredi 11 décembre 1998","20:30","RC Strasbourg Alsace","2 - 2","FC Nantes",2,2
"17434","1998/1999",67,18,"Samedi 12 décembre 1998","20:00","Olympique de Marseille","3 - 0","FC Metz",3,0
"17435","1998/1999",67,18,"Samedi 12 décembre 1998","20:00","SC Bastia","2 - 0","Paris Saint-Germain",2,0
"17436","1998/1999",67,18,"Samedi 12 décembre 1998","20:00","Girondins de Bordeaux","3 - 0","Havre AC",3,0
"17437","1998/1999",67,18,"Samedi 12 décembre 1998","20:00","Toulouse FC","0 - 0","Olympique Lyonnais",0,0
"17438","1998/1999",67,18,"Samedi 12 décembre 1998","20:00","FC Lorient","1 - 1","RC Lens",1,1
"17439","1998/1999",67,18,"Samedi 12 décembre 1998","20:00","AS Nancy Lorraine","1 - 1","AJ Auxerre",1,1
"17440","1998/1999",67,18,"Dimanche 14 mars 1999","16:00","FC Sochaux-Montbéliard","1 - 1","AS Monaco",1,1
"17441","1998/1999",67,19,"Mardi 15 décembre 1998","18:30","FC Metz","4 - 0","SC Bastia",4,0
"17442","1998/1999",67,19,"Mardi 15 décembre 1998","20:30","AJ Auxerre","3 - 1","Girondins de Bordeaux",3,1
"17443","1998/1999",67,19,"Mercredi 16 décembre 1998","20:00","Havre AC","2 - 0","Stade Rennais FC",2,0
"17444","1998/1999",67,19,"Mercredi 16 décembre 1998","20:00","AS Monaco","1 - 1","Toulouse FC",1,1
"17445","1998/1999",67,19,"Mercredi 16 décembre 1998","20:00","RC Lens","1 - 1","FC Sochaux-Montbéliard",1,1
"17446","1998/1999",67,19,"Mercredi 16 décembre 1998","20:00","Olympique Lyonnais","2 - 2","FC Lorient",2,2
"17447","1998/1999",67,19,"Mercredi 16 décembre 1998","20:00","Paris Saint-Germain","0 - 0","RC Strasbourg Alsace",0,0
"17448","1998/1999",67,19,"Mercredi 16 décembre 1998","20:00","FC Nantes","2 - 0","AS Nancy Lorraine",2,0
"17449","1998/1999",67,19,"Mercredi 16 décembre 1998","20:00","Montpellier Hérault SC","0 - 1","Olympique de Marseille",0,1
"17450","1998/1999",67,20,"Samedi 19 décembre 1998","20:00","FC Sochaux-Montbéliard","1 - 1","FC Nantes",1,1
"17451","1998/1999",67,20,"Samedi 19 décembre 1998","20:00","AS Monaco","0 - 1","Olympique Lyonnais",0,1
"17452","1998/1999",67,20,"Samedi 19 décembre 1998","20:00","Olympique de Marseille","2 - 0","Havre AC",2,0
"17453","1998/1999",67,20,"Samedi 19 décembre 1998","20:00","SC Bastia","2 - 0","AJ Auxerre",2,0
"17454","1998/1999",67,20,"Samedi 19 décembre 1998","20:00","Girondins de Bordeaux","6 - 0","FC Metz",6,0
"17455","1998/1999",67,20,"Samedi 19 décembre 1998","20:00","RC Strasbourg Alsace","1 - 1","Stade Rennais FC",1,1
"17456","1998/1999",67,20,"Samedi 19 décembre 1998","20:00","Toulouse FC","2 - 5","Montpellier Hérault SC",2,5
"17457","1998/1999",67,20,"Samedi 19 décembre 1998","20:00","FC Lorient","2 - 0","Paris Saint-Germain",2,0
"17458","1998/1999",67,20,"Samedi 19 décembre 1998","20:00","AS Nancy Lorraine","0 - 1","RC Lens",0,1
"17459","1998/1999",67,21,"Samedi 16 janvier 1999","20:00","Havre AC","1 - 1","SC Bastia",1,1
"17460","1998/1999",67,21,"Samedi 16 janvier 1999","20:00","Stade Rennais FC","1 - 1","Olympique de Marseille",1,1
"17461","1998/1999",67,21,"Samedi 16 janvier 1999","20:00","RC Lens","1 - 1","AS Monaco",1,1
"17462","1998/1999",67,21,"Samedi 16 janvier 1999","20:00","FC Nantes","2 - 0","Toulouse FC",2,0
"17463","1998/1999",67,21,"Samedi 16 janvier 1999","20:00","AJ Auxerre","5 - 0","FC Lorient",5,0
"17464","1998/1999",67,21,"Samedi 16 janvier 1999","20:00","Montpellier Hérault SC","1 - 1","Girondins de Bordeaux",1,1
"17465","1998/1999",67,21,"Dimanche 17 janvier 1999","18:00","FC Metz","1 - 0","RC Strasbourg Alsace",1,0
"17466","1998/1999",67,21,"Dimanche 17 janvier 1999","20:30","Paris Saint-Germain","1 - 2","AS Nancy Lorraine",1,2
"17467","1998/1999",67,21,"Jeudi 8 avril 1999","20:00","Olympique Lyonnais","4 - 1","FC Sochaux-Montbéliard",4,1
"17468","1998/1999",67,22,"Vendredi 29 janvier 1999","18:30","SC Bastia","0 - 1","Stade Rennais FC",0,1
"17469","1998/1999",67,22,"Vendredi 29 janvier 1999","20:00","AS Monaco","2 - 1","Paris Saint-Germain",2,1
"17470","1998/1999",67,22,"Vendredi 29 janvier 1999","20:30","Girondins de Bordeaux","4 - 1","Olympique de Marseille",4,1
"17471","1998/1999",67,22,"Samedi 30 janvier 1999","20:00","FC Sochaux-Montbéliard","1 - 1","AJ Auxerre",1,1
"17472","1998/1999",67,22,"Samedi 30 janvier 1999","20:00","RC Lens","0 - 3","Olympique Lyonnais",0,3
"17473","1998/1999",67,22,"Samedi 30 janvier 1999","20:00","RC Strasbourg Alsace","0 - 1","Havre AC",0,1
"17474","1998/1999",67,22,"Samedi 30 janvier 1999","20:00","Toulouse FC","1 - 0","FC Metz",1,0
"17475","1998/1999",67,22,"Samedi 30 janvier 1999","20:00","FC Lorient","1 - 1","FC Nantes",1,1
"17476","1998/1999",67,22,"Samedi 30 janvier 1999","20:00","AS Nancy Lorraine","0 - 1","Montpellier Hérault SC",0,1
"17477","1998/1999",67,23,"Samedi 6 février 1999","20:00","Havre AC","1 - 2","AS Monaco",1,2
"17478","1998/1999",67,23,"Samedi 6 février 1999","20:00","Stade Rennais FC","1 - 1","Girondins de Bordeaux",1,1
"17479","1998/1999",67,23,"Samedi 6 février 1999","20:00","Olympique de Marseille","3 - 1","SC Bastia",3,1
"17480","1998/1999",67,23,"Samedi 6 février 1999","20:00","Olympique Lyonnais","2 - 1","AS Nancy Lorraine",2,1
"17481","1998/1999",67,23,"Samedi 6 février 1999","20:00","Paris Saint-Germain","2 - 1","FC Sochaux-Montbéliard",2,1
"17482","1998/1999",67,23,"Samedi 6 février 1999","20:00","FC Nantes","2 - 0","RC Lens",2,0
"17483","1998/1999",67,23,"Samedi 6 février 1999","20:00","FC Metz","3 - 0","FC Lorient",3,0
"17484","1998/1999",67,23,"Dimanche 7 février 1999","18:00","AJ Auxerre","1 - 2","Toulouse FC",1,2
"17485","1998/1999",67,23,"Dimanche 7 février 1999","20:30","Montpellier Hérault SC","1 - 1","RC Strasbourg Alsace",1,1
"17486","1998/1999",67,24,"Samedi 13 février 1999","20:00","AS Monaco","4 - 2","Stade Rennais FC",4,2
"17487","1998/1999",67,24,"Samedi 13 février 1999","20:00","RC Lens","2 - 1","Paris Saint-Germain",2,1
"17488","1998/1999",67,24,"Samedi 13 février 1999","20:00","Olympique Lyonnais","2 - 1","FC Nantes",2,1
"17489","1998/1999",67,24,"Samedi 13 février 1999","20:00","Girondins de Bordeaux","2 - 0","SC Bastia",2,0
"17490","1998/1999",67,24,"Samedi 13 février 1999","20:00","FC Lorient","1 - 1","Montpellier Hérault SC",1,1
"17491","1998/1999",67,24,"Dimanche 14 février 1999","20:30","Toulouse FC","1 - 0","Olympique de Marseille",1,0
"17492","1998/1999",67,24,"Dimanche 14 mars 1999","18:30","RC Strasbourg Alsace","2 - 1","AJ Auxerre",2,1
"17493","1998/1999",67,24,"Vendredi 9 avril 1999","20:00","AS Nancy Lorraine","1 - 0","FC Metz",1,0
"17494","1998/1999",67,24,"Vendredi 14 mai 1999","20:00","FC Sochaux-Montbéliard","1 - 0","Havre AC",1,0
"17495","1998/1999",67,25,"Jeudi 25 février 1999","18:30","Montpellier Hérault SC","2 - 3","AS Monaco",2,3
"17496","1998/1999",67,25,"Jeudi 25 février 1999","20:00","Olympique de Marseille","1 - 0","RC Strasbourg Alsace",1,0
"17497","1998/1999",67,25,"Jeudi 25 février 1999","20:00","FC Nantes","0 - 0","Girondins de Bordeaux",0,0
"17498","1998/1999",67,25,"Jeudi 25 février 1999","20:30","Paris Saint-Germain","0 - 1","Olympique Lyonnais",0,1
"17499","1998/1999",67,25,"Vendredi 26 février 1999","20:00","Havre AC","0 - 1","FC Lorient",0,1
"17500","1998/1999",67,25,"Vendredi 26 février 1999","20:00","Stade Rennais FC","2 - 1","AS Nancy Lorraine",2,1
"17501","1998/1999",67,25,"Vendredi 26 février 1999","20:00","SC Bastia","1 - 1","Toulouse FC",1,1
"17502","1998/1999",67,25,"Vendredi 26 février 1999","20:00","AJ Auxerre","1 - 2","RC Lens",1,2
"17503","1998/1999",67,25,"Vendredi 26 février 1999","20:00","FC Metz","1 - 1","FC Sochaux-Montbéliard",1,1
"17504","1998/1999",67,26,"Mardi 9 mars 1999","18:30","FC Sochaux-Montbéliard","0 - 0","Olympique de Marseille",0,0
"17505","1998/1999",67,26,"Mardi 9 mars 1999","20:30","AS Nancy Lorraine","2 - 3","Girondins de Bordeaux",2,3
"17506","1998/1999",67,26,"Mercredi 10 mars 1999","20:00","AS Monaco","0 - 0","FC Metz",0,0
"17507","1998/1999",67,26,"Mercredi 10 mars 1999","20:00","RC Lens","1 - 0","Montpellier Hérault SC",1,0
"17508","1998/1999",67,26,"Mercredi 10 mars 1999","20:00","Olympique Lyonnais","2 - 1","AJ Auxerre",2,1
"17509","1998/1999",67,26,"Mercredi 10 mars 1999","20:00","Paris Saint-Germain","0 - 0","FC Nantes",0,0
"17510","1998/1999",67,26,"Mercredi 10 mars 1999","20:00","RC Strasbourg Alsace","1 - 1","SC Bastia",1,1
"17511","1998/1999",67,26,"Mercredi 10 mars 1999","20:00","Toulouse FC","0 - 0","Havre AC",0,0
"17512","1998/1999",67,26,"Mercredi 10 mars 1999","20:00","FC Lorient","1 - 1","Stade Rennais FC",1,1
"17513","1998/1999",67,27,"Vendredi 19 mars 1999","18:30","SC Bastia","1 - 2","AS Nancy Lorraine",1,2
"17514","1998/1999",67,27,"Vendredi 19 mars 1999","20:30","FC Nantes","0 - 1","AS Monaco",0,1
"17515","1998/1999",67,27,"Samedi 20 mars 1999","20:00","Havre AC","1 - 0","Olympique Lyonnais",1,0
"17516","1998/1999",67,27,"Samedi 20 mars 1999","20:00","Stade Rennais FC","1 - 0","Toulouse FC",1,0
"17517","1998/1999",67,27,"Samedi 20 mars 1999","20:00","Olympique de Marseille","4 - 1","FC Lorient",4,1
"17518","1998/1999",67,27,"Samedi 20 mars 1999","20:00","Girondins de Bordeaux","1 - 0","RC Strasbourg Alsace",1,0
"17519","1998/1999",67,27,"Samedi 20 mars 1999","20:00","AJ Auxerre","0 - 1","Paris Saint-Germain",0,1
"17520","1998/1999",67,27,"Samedi 20 mars 1999","20:00","Montpellier Hérault SC","0 - 0","FC Sochaux-Montbéliard",0,0
"17521","1998/1999",67,27,"Samedi 20 mars 1999","20:00","FC Metz","0 - 1","RC Lens",0,1
"17522","1998/1999",67,28,"Vendredi 2 avril 1999","18:30","FC Sochaux-Montbéliard","0 - 3","Stade Rennais FC",0,3
"17523","1998/1999",67,28,"Vendredi 2 avril 1999","20:30","AS Monaco","1 - 2","Olympique de Marseille",1,2
"17524","1998/1999",67,28,"Samedi 3 avril 1999","20:00","RC Lens","0 - 1","Havre AC",0,1
"17525","1998/1999",67,28,"Samedi 3 avril 1999","20:00","Olympique Lyonnais","2 - 0","FC Metz",2,0
"17526","1998/1999",67,28,"Samedi 3 avril 1999","20:00","Paris Saint-Germain","0 - 1","Montpellier Hérault SC",0,1
"17527","1998/1999",67,28,"Samedi 3 avril 1999","20:00","FC Nantes","2 - 2","AJ Auxerre",2,2
"17528","1998/1999",67,28,"Samedi 3 avril 1999","20:00","Toulouse FC","0 - 3","Girondins de Bordeaux",0,3
